ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_HTI,HRV_HF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_ApEn,HRV_SampEn,gender,age,target_emotion,valence,arousal,dominance,stress_bin,participant
73.11672684,210.133871,16.68525052,9.002438163,9.017028661,0.079402954,0.042841435,215.75,12.23145,0.056694767,24.875,3.924679487,0.00751489,0.341422216,-4.890880078,6.376002112,22.73888259,0.280388884,455.4996338,3.567854623,3.365332994,324.5022545,0.611290323,0.58289273,0.810377076,50.12995316,50.12430091,50.13613584,51.337697,0.537173137,0.462826863,4.671130786,4.338669007,0.494165335,0.505834665,15.98253433,16.16896167,0.497209736,0.502790264,11.77422367,11.83876036,0.850323828,1.763327906,1.130856895,1.54645178,0.251747578,0.872689432,0.818238629,male,22,sadness,1,2,5,2,1
72.9821088,210.53125,12.01823316,8.638647121,8.655924341,0.05708527,0.041032612,210,8.8956,0.04236,11,3.155555556,0.025847057,0.508480227,-3.656796312,6.120662799,15.63734855,0.391410112,300.6873258,2.555031764,3.185063701,159.8144761,0.595982143,0.577992731,0.824862069,51.85524634,52.04984319,51.68197243,47.48113728,0.531220136,0.468779864,4.462135322,4.191722031,0.564302381,0.435697619,11.74593256,10.32017259,0.559877453,0.440122547,8.884764065,7.876742657,1.040379627,0.665322445,1.07659322,0.745719971,0.736399641,0.835528651,0.952305905,male,22,surprise,3,5,5,5,1
81.39504252,188.7936803,13.40277141,10.57832801,10.59737897,0.070991632,0.056031156,187,13.3434,0.07135508,19,4.339838668,0.057467512,0.578917212,-2.856558817,7.493478534,17.38294422,0.431082452,409.2203311,2.319742168,3.31892623,161.2958742,0.37732342,0.361016696,0.363646763,50.7243481,50.71987068,50.72668337,44.01759094,0.47710115,0.52289885,5.176292299,5.419045206,0.564484167,0.435515833,13.05756289,11.46681664,0.5507912,0.4492088,9.932406405,8.968624502,1.071445806,1.699577526,1.800844009,3.423625208,0.31862172,0.888240523,1.238016994,female,30,calmness,3,2,2,0,2
80.31335381,191.3045977,13.13950005,10.4154787,10.44569225,0.068683661,0.054444477,188.75,12.97275,0.068727321,17.875,3.588010204,0.044875531,0.783242735,-3.10386396,7.386219825,17.10435759,0.431832284,396.8983971,2.315719299,3.305647991,158.4354348,0.373563218,0.356485539,0.322126437,50.12045753,50.12796585,50.11238576,47.14066608,0.472387118,0.527612882,5.076586064,5.365139476,0.491640704,0.508359296,11.98917298,12.19125525,0.488604063,0.511395937,9.206669417,9.418839527,1.071309597,2.227843705,1.879016072,2.946329375,-0.061504892,0.740175281,1.309027031,female,30,surprise,2,4,3,5,2
78.24583466,196.3697674,16.55126474,12.34463263,12.37352663,0.084286216,0.062864221,196,17.0499,0.086989286,23,5.002705628,0.06022952,0.591911922,-2.828170453,8.749404587,21.74301173,0.402400694,597.6517047,2.485087995,3.483417846,216.1331509,0.388372093,0.374715828,0.467532468,49.82143133,49.83278985,49.80973804,47.44245524,0.467754833,0.532245167,5.98393317,6.38316774,0.510479106,0.489520894,15.53381882,15.21156937,0.504527451,0.495472549,11.77094445,11.66489254,1.068326667,22.09101486,11.82848261,9.543817877,0.90092893,0.95434317,1.474634748,female,30,fear,1,5,4,4,2
83.48408494,184.0300752,13.85650983,8.332474174,8.348218193,0.075294812,0.045277785,183,12.6021,0.068863934,17,3.912610859,0.042733547,0.4048626,-3.152771013,5.903081695,18.71822789,0.315365464,347.1309505,3.170928065,3.247463305,237.4166538,0.437969925,0.412350598,0.565253921,49.85111877,49.84556844,49.85671696,48.4063745,0.474070655,0.525929345,4.064445738,4.280967646,0.513146185,0.486853815,13.40683223,13.05858468,0.509614898,0.490385102,9.906283446,9.717483156,1.238605229,1.759837438,1.716513127,2.256025011,0.115869881,0.994103259,1.477789599,female,30,happiness,4,2,2,1,2
78.17030448,196.5958904,18.64697821,13.0358664,13.04862283,0.094849278,0.066307931,194,14.826,0.07642268,21,5.187950938,0.050608904,0.48922539,-2.98362776,9.226769686,24.69822165,0.373581215,715.9196021,2.67692255,3.561825911,264.4615357,0.469667319,0.446570493,0.682020897,50.17490424,50.17579466,50.18095721,50.31079176,0.549417999,0.450582001,6.839135783,6.19354799,0.474578729,0.525421271,17.01365884,17.90188662,0.483758607,0.516241393,12.96630042,13.39473241,1.255147474,2.129692856,1.85669246,2.42395755,-0.024407056,1.207356996,1.435659717,female,30,anger,2,5,4,3,2
79.97163609,192.1361257,19.88723912,12.03107599,12.06266608,0.103505986,0.062617459,190,17.7912,0.093637895,23.5,4.897435897,0.07245462,0.748533394,-2.624796075,8.529592983,26.8663656,0.317481995,719.9253454,3.149792777,3.564256307,338.4937138,0.447643979,0.420187057,0.612731152,50.40442372,50.41378337,50.39456614,51.26012178,0.548736144,0.451263856,6.318485027,5.729953063,0.451099823,0.548900177,18.04434011,19.90461732,0.460040356,0.539959644,13.51890782,14.64626645,1.327573092,1.866217221,1.838099928,1.575053543,0.218300185,0.883528012,1.331046359,female,30,sadness,2,3,3,2,2
72.09964385,213.1842105,17.07274133,13.64627643,13.70703599,0.080084455,0.064011666,212,20.38575,0.09615561,27.875,5.564285714,0.121060621,0.736728336,-2.111861817,9.692338097,22.07260057,0.439111712,672.0982787,2.277324827,3.534401191,201.065911,0.368421053,0.363636364,0.3875,50.1179246,50.14244788,50.0933952,44.54545455,0.440305365,0.559694635,6.431411874,7.25107476,0.579343822,0.420656178,16.80047417,14.31585572,0.556868237,0.443131763,12.72044344,11.34729235,1.110273722,0.881754104,1.444997079,1.347547546,0.660888045,0.575879636,1.51694202,female,30,calmness,4,2,2,0,2
74.33716314,206.7257709,19.26745173,13.4952365,13.50988169,0.09320295,0.065280862,205,19.2738,0.094018537,25.375,5.575798674,0.046890673,0.378897424,-3.063716632,9.552928959,25.48584274,0.374832845,764.8661776,2.667856247,3.590555461,271.9703155,0.4030837,0.389508697,0.494117043,50.41693393,50.44992485,50.3865698,48.86255137,0.522151245,0.477848755,6.903090149,6.603749864,0.483192166,0.516807834,17.71547393,18.32127309,0.487992229,0.512007771,13.44418647,13.77097624,1.239547352,21.62181605,11.62738183,9.530456333,0.479652932,1.134088859,1.473338536,female,30,happiness,5,4,4,1,2
70.89310062,216.7975,18.27377073,15.97044966,16.01021276,0.084289581,0.073665282,215.5,19.2738,0.089438068,25,5.798319328,0.140835793,0.812511637,-1.960160681,11.32093001,23.23124151,0.487314067,826.2383398,2.052077072,3.624072254,190.6888683,0.4825,0.46996346,0.694468453,50.50304514,50.54236358,50.46659621,45.95467932,0.489968251,0.510031749,7.924517324,8.085313082,0.528188876,0.471811124,16.88029015,15.95263738,0.520834603,0.479165397,13.18647857,12.64718519,1.045389966,1.541242813,1.588232721,2.584782963,0.202644939,0.909555914,1.791676571,female,30,anger,2,3,3,3,2
68.98974316,222.8172805,23.2578013,19.80275597,19.83094485,0.104380599,0.088874417,219,23.7216,0.108317808,32,6.724419448,0.036945008,0.514972499,-3.298324738,14.02259558,29.80410286,0.47049212,1312.968593,2.125434112,3.825224442,253.3866269,0.432011331,0.42795389,0.606044803,50.00457289,49.99881022,50.01534219,47.26224784,0.508329258,0.491670742,9.997719742,9.832536329,0.492121469,0.507878531,20.90798616,21.24007104,0.49505901,0.50494099,16.38746909,16.55021735,0.875891384,2.102401539,1.48939003,2.014640455,0.039087467,1.216021366,1.793247289,female,30,fear,1,5,5,4,2
69.53563257,221.0423729,23.00901683,17.73888841,17.76890428,0.10409324,0.080251077,220.5,23.7216,0.107581506,32,7.285060976,0.072467375,0.639221311,-2.624619707,12.56451271,30.05177464,0.418095522,1186.221132,2.391799368,3.781135614,287.5112557,0.406779661,0.401427254,0.512783352,50.32576012,50.31804244,50.33092466,45.15427997,0.499523986,0.500476014,8.880317464,8.888796276,0.543387024,0.456612976,22.15210579,20.30627341,0.536858597,0.463141403,16.87571514,15.67422,1.067082503,2.19128834,1.827896461,2.724884391,0.014242663,1.049608581,1.534424469,female,30,sadness,1,3,5,2,2
69.52984855,221.0607477,18.25461675,15.84942282,15.8849818,0.082577377,0.071697137,220,19.2738,0.087608182,25.75,5.707681366,0.044486944,0.387156033,-3.112560219,11.23237835,23.12044472,0.485820159,815.8640682,2.058374871,3.618587862,190.3621662,0.404205607,0.399521531,0.526893287,50.94515694,51.04343703,50.85422916,45.6937799,0.471793728,0.528206272,7.716067789,8.164357835,0.551854033,0.448145967,17.17541299,15.47764074,0.536563592,0.463436408,13.3141386,12.3736458,1.073621169,2.52510675,1.977736013,3.599133768,-0.25537357,0.818169594,1.652799568,female,30,surprise,3,5,4,5,2
70.40081783,218.2284483,28.08034408,7.966164718,7.983307637,0.128674077,0.036503787,224.25,27.4281,0.12231052,39,5.874358974,0.001455805,0.235469622,-6.532239663,5.645050967,39.38624658,0.143324779,698.4967503,6.978185851,3.551098485,1099.373152,0.568965517,0.555563554,0.889744102,50.37752945,50.37283874,50.37686365,46.71328671,0.455343729,0.544656271,3.80930438,4.166178852,0.490354521,0.509645479,27.57301605,28.11024145,0.48963867,0.51036133,19.68227451,20.09431778,1.128749002,1.215063692,1.742991151,3.94896211,0.726101888,0.72752129,0.734897289,male,27,calmness,3,4,2,0,3
63.60243926,241.5328467,8.031692684,9.54167325,9.576944734,0.033253004,0.039504661,242.5,8.8956,0.036683043,11,2.916213768,0.023754385,0.709084558,-3.740084656,6.771922565,9.089901219,0.744995496,193.3839164,1.342303306,2.993389645,48.80571082,0.587591241,0.5887547,0.961538462,49.95523595,49.96350052,49.94699097,41.87934374,0.418549109,0.581450891,4.380843578,5.163767339,0.577213068,0.422786932,6.905968869,5.910408938,0.520566961,0.479433039,5.782959982,5.549785327,0.443144986,0.371121591,0.550618465,0.683345928,0.814898296,0.618733427,1.56280639,male,27,surprise,4,5,3,5,3
58.71419195,261.6863354,8.384380761,10.60540365,10.63668967,0.032039811,0.04052716,262,8.8956,0.033952672,11,2.849780702,0.028021117,0.464924577,-3.574947265,7.521275397,9.018633091,0.833971242,213.0992013,1.199088079,3.035551372,43.2565719,0.677018634,0.668991534,1,51.13559016,51.15095299,51.12103535,41.39360442,0.451431979,0.548568021,5.054406258,5.571710104,0.638323089,0.361676911,7.205049517,5.422917763,0.561628629,0.438371371,6.223372227,5.49808811,0.431194141,0.774202468,0.632507752,1.609693481,0.563288689,0.674745353,1.795369593,male,27,fear,2,5,5,4,3
57.53672216,267.0245902,9.26891895,10.33717405,10.36510467,0.034711854,0.038712438,267,10.3782,0.038869663,13.5,3.358080808,0.016264548,0.290588066,-4.118900752,7.329235797,10.84441819,0.675844645,249.7016055,1.479740725,3.104362171,64.18688722,0.68579235,0.682848372,0.979023673,50.61391264,50.6286421,50.59900834,43.43424447,0.446020924,0.553979076,4.895250032,5.45523757,0.535739908,0.464260092,7.937264257,7.388909446,0.507644891,0.492355109,6.594308057,6.494445976,0.684441637,0.575411137,0.859104868,1.720431446,0.660874351,0.680864144,1.982575786,male,27,happiness,5,3,3,1,3
60.1254227,255.5101781,8.183670999,9.988448991,10.00121297,0.032028748,0.039092176,256,8.8956,0.034748438,12,2.966079973,0.003397379,0.558918099,-5.68475372,7.071925513,9.144614761,0.773343462,203.1668678,1.293087463,3.014822995,47.29916369,0.632315522,0.62746063,0.989583333,49.97782591,49.98357289,49.97205422,40.78494094,0.429374342,0.570625658,4.633953687,5.342100387,0.631603309,0.368396691,7.267509585,5.550340471,0.555918194,0.444081806,6.094699262,5.447262871,0.359250989,0.366189555,0.468375234,0.884214712,0.806493534,1.133617848,1.776977792,male,27,anger,1,4,4,3,3
58.82595859,261.1737589,8.263189063,11.01346577,11.05291276,0.031638665,0.042169113,261.5,8.8956,0.034017715,12.5,3.065217391,0.012634306,0.682769141,-4.371342779,7.815589567,8.695404181,0.898818486,213.5017287,1.112571742,3.036371485,38.69704615,0.656028369,0.656835512,0.97752809,49.75632799,49.75826965,49.75430881,39.11220044,0.401230902,0.598769098,4.950644968,6.047764874,0.677065804,0.322934196,7.154581004,4.940226963,0.553805479,0.446194521,6.152214517,5.522166626,0.478554763,0.600298798,0.665192555,1.49310378,0.687215088,0.647189498,2.16228703,male,27,sadness,1,2,3,2,3
60.57815029,253.6979167,8.438121797,10.8861707,10.93900463,0.033260509,0.042909973,255,8.52495,0.033431176,10.25,2.668725869,0.030612649,0.808592938,-3.486383769,7.735044356,8.883644037,0.870709618,215.8749473,1.148565869,3.0411609,40.81395933,0.567708333,0.572989715,0.962264151,51.72034467,51.72222923,51.71918999,41.61991585,0.443503369,0.556496631,5.153427781,5.772917478,0.636912515,0.363087485,7.089709851,5.352933297,0.553446402,0.446553598,6.197657571,5.567054944,0.5373298,0.737433359,0.776176818,1.315125996,0.615162564,0.464098315,2.430164533,male,27,calmness,4,1,2,0,3
63.69584738,241.1940874,11.4077253,9.596737302,9.609060267,0.04729687,0.039788444,242,11.8608,0.04901157,16,4.031196306,0.025840786,0.455353661,-3.655806269,6.794631676,14.63320828,0.464330176,312.3596179,2.153658266,3.201624069,126.0598775,0.595115681,0.589177021,0.930493274,50.22089253,50.23281837,50.20885813,44.51591512,0.443524116,0.556475884,4.525052285,5.068663404,0.54458095,0.45541905,10.79732618,9.873580445,0.526640814,0.473359186,8.278353167,7.84824887,0.953164535,0.776556686,1.208401936,2.071804886,0.533307482,1.245344308,1.670610518,male,27,happiness,4,4,5,1,3
58.6734043,261.8666667,8.45106924,10.68724545,10.71983535,0.032272413,0.040811783,262,8.8956,0.033952672,12,2.822368421,0.009880035,0.561800121,-4.626340176,7.580068268,9.273129481,0.817419372,220.8269232,1.223373931,3.051014642,45.37782437,0.633333333,0.630921105,0.98,50.29517476,50.29918565,50.29098163,41.32433723,0.423792286,0.576207714,4.934537663,5.754027358,0.631721849,0.368278151,7.370366706,5.627487407,0.548432501,0.451567499,6.271840533,5.691127586,0.373265571,1.159385116,0.751451825,2.777015233,0.367714039,0.752753364,2.29346394,male,27,anger,3,2,2,3,3
59.28196391,259.1518152,13.49871345,11.15223803,11.17074675,0.052088053,0.04303361,262,11.8608,0.045270229,16,3.90984016,0.009743594,0.604937448,-4.631150029,7.89891078,17.40038148,0.453950376,431.7933253,2.202885115,3.342245772,153.3241446,0.592409241,0.586734694,0.947825649,49.97359453,49.97966383,49.96759974,43.87755102,0.431028451,0.568971549,5.185826288,5.958164938,0.593933896,0.406066104,13.40978561,11.08773228,0.566097878,0.433902122,10.1665221,8.900578457,0.793698307,1.585234376,1.37817288,4.617924335,0.213621122,1.120177029,1.726529089,male,27,fear,4,2,3,4,3
59.82178143,256.8070866,14.18894873,11.00406308,11.02586354,0.055251391,0.04284953,258.25,12.23145,0.047361482,16.625,3.878088578,0.016597879,0.483439425,-4.098481447,7.796462876,18.51750596,0.421032666,453.554394,2.3751491,3.363597359,175.9276218,0.625984252,0.623344618,0.924836601,50.08539735,50.08748951,50.08313865,43.78256829,0.446947174,0.553052826,5.212165254,5.798076779,0.513239859,0.486760141,13.26530669,12.91860539,0.503243842,0.496756158,10.07812929,10.01291311,0.971389686,1.049899512,1.313017013,2.469780213,0.340878279,1.044940673,1.761201953,male,27,sadness,2,2,4,2,3
59.39580498,258.6813187,9.834963557,11.12592589,11.15596247,0.038019613,0.043010164,260,8.8956,0.034213846,12.5,2.786582515,0.043803649,0.583844467,-3.128252196,7.888456711,11.37042859,0.693770348,281.7852716,1.441414833,3.156886969,65.55809662,0.675824176,0.677987743,0.979166667,50.70662418,50.74358421,50.67070844,40.39517365,0.422529282,0.577470718,5.128056832,5.994997553,0.601432969,0.398567031,8.815234828,7.173000741,0.543341482,0.456658518,7.211857694,6.611288478,0.810116645,0.815178349,1.161115013,3.365519415,0.792561906,0.710694515,1.40724353,male,27,surprise,3,3,2,5,3
60.28199716,254.9070352,15.27008564,13.09753222,13.12966945,0.059904529,0.051381604,256.5,11.8608,0.046241111,16,3.719951083,0.067799038,0.571721919,-2.691210442,9.284078304,19.47729165,0.476661693,568.0904933,2.097923995,3.461387057,163.4475192,0.545226131,0.53546627,0.87254902,50.80372097,50.75735701,50.84670103,44.88260582,0.521789187,0.478210813,6.706877,6.420717459,0.479072214,0.520927786,13.48121209,14.05780154,0.486981956,0.513018044,10.64719103,10.92811677,1.026331608,0.640152532,1.099226832,1.788411774,0.472015205,0.983383629,1.404762079,female,26,calmness,3,3,1,0,4
61.11641579,251.3257576,20.22110439,15.23341691,15.29188225,0.080457748,0.060612239,256,13.3434,0.052122656,18,4.125,0.174925567,0.942382306,-1.743414902,10.81299363,26.46398502,0.40859275,898.9822521,2.447426893,3.660720924,259.0746449,0.450757576,0.455575432,0.762643678,50.08203421,50.03954808,50.12182013,50.96302922,0.56175833,0.43824167,8.104360259,7.158178485,0.422139322,0.577860678,17.19411589,20.1170968,0.442113903,0.557886097,13.44095551,15.09862861,1.27963397,0.90006338,1.511931261,2.076203753,0.326697541,0.910834279,1.378390043,female,26,surprise,3,3,2,5,4
58.20938266,263.925,12.0632698,12.19632967,12.23486396,0.045707189,0.046211347,264.75,11.49015,0.043398717,15.25,3.333333333,0.037550099,0.601235672,-3.282091887,8.651355275,14.76607768,0.585893301,401.3282508,1.70680416,3.310467602,100.811103,0.571875,0.563940488,0.918604651,49.9847468,49.98718135,49.98196838,45.57318541,0.469444183,0.530555817,5.927554117,6.301590638,0.543747473,0.456252527,10.88770235,9.972920568,0.524747982,0.475252018,8.765861433,8.341975097,0.722247269,0.629992492,1.007537696,2.557635506,0.843795801,0.795586214,1.656973941,female,26,fear,1,5,4,4,4
65.71426531,233.791866,11.47393471,9.222541921,9.244263537,0.049077562,0.039447659,235,11.8608,0.050471489,15.5,3.733333333,0.032742727,0.467653054,-3.419077571,6.536681434,14.85806953,0.439941529,305.1192167,2.273029802,3.191439663,135.0913475,0.564593301,0.542869866,0.798992674,50.66155615,50.6692334,50.65328512,44.67398931,0.45128797,0.54871203,4.391435368,4.842302095,0.510882272,0.489117728,10.61995795,10.39127986,0.501217861,0.498782139,8.126147641,8.106378886,0.888904086,22.002948,11.6075755,10.09075148,0.643586818,0.963836185,1.381749356,female,26,happiness,5,3,4,1,4
68.67866107,223.6726058,17.6918593,7.847459381,7.856220954,0.079097122,0.03508458,226,17.0499,0.075442035,24,5.016916355,0.007029257,0.231526709,-4.957681704,5.555187111,24.40945151,0.227583231,425.9974595,4.394145559,3.336368922,429.0343241,0.523385301,0.51106413,0.792685458,49.89813044,49.90625258,49.89034156,47.26459587,0.465159522,0.534840478,3.788767986,4.06268543,0.536624762,0.463375238,17.88104895,16.61589167,0.533104163,0.466895837,12.92452789,12.09533657,0.939881411,1.378703592,1.437155355,2.931009937,0.254182209,1.140003427,1.308873058,female,26,anger,1,4,4,3,4
66.74038513,230.1445362,11.55951826,7.443615173,7.465577096,0.050227504,0.032343197,232,9.6369,0.041538362,13,3.128461538,0.051388404,0.729663255,-2.968426589,5.27896019,15.36791155,0.343531394,254.8626191,2.911221896,3.113269321,178.9711574,0.567433176,0.565001054,0.861918605,48.83857881,48.76157941,48.91154593,44.80708412,0.431099797,0.568900203,3.466501451,3.982174648,0.548016161,0.451983839,11.375746,10.33211546,0.535681057,0.464318943,8.409165387,7.829775711,1.266009017,0.594001128,1.340796348,1.553317014,1.077110243,0.923109818,1.475951986,female,26,sadness,1,3,3,2,4
60.09597749,255.7,12.28125512,13.29073093,13.36160805,0.048029938,0.051977828,257,11.8608,0.046150973,16.25,3.8,0.109741948,0.777801919,-2.210698647,9.448083662,14.6677413,0.644140634,435.3682105,1.552457988,3.345826808,91.0842521,0.610526316,0.617474916,0.955827068,50.44618667,50.44186792,50.44912395,47.5394171,0.499922226,0.500077774,6.680476036,6.6814986,0.418863672,0.581136328,9.490961115,11.18023935,0.442643607,0.557356393,8.207427911,9.209998428,0.983226041,0.568880704,0.950810234,0.934775195,1.116940593,0.543581424,1.414004758,female,26,calmness,3,1,2,0,4
